Kanji,Onyomi,Kunyomi,English,JLPT Level,Category,kanji_to_english,english_to_kanji,kanji_to_pronunciation,pronunciation_to_kanji,english_to_pronunciation,pronunciation_to_english
時間,,じかん,Time,N5,Vocabulary,,,,,not studied,not studied
仕事,,しごと,Job,N5,Vocabulary,,,,,not studied,not studied
辞書,,じしょ,Dictionary,N5,Vocabulary,,,,,not studied,not studied
静か,,しずか,Quiet,N5,Vocabulary,,,,,not studied,not studied
下,,した,Below,N5,Vocabulary,,,,,not studied,not studied
七,,しち / なな,Seven,N5,Vocabulary,,,,,not studied,not studied
質問,,しつもん,Question,N5,Vocabulary,,,,,not studied,not studied
自転車,,じてんしゃ,Bicycle,N5,Vocabulary,,,,,not studied,not studied
自動車,,じどうしゃ,Automobile,N5,Vocabulary,,,,,not studied,not studied
死ぬ,,しぬ,to die,N5,Vocabulary,,,,,not studied,not studied
字引,,じびき,Dictionary,N5,Vocabulary,,,,,not studied,not studied
自分,,じぶん,Oneself,N5,Vocabulary,,,,,not studied,not studied
閉まる,,しまる,"to close, to be closed",N5,Vocabulary,,,,,not studied,not studied
閉める,,しめる,to close something,N5,Vocabulary,,,,,not studied,not studied
締める,,しめる,to tie,N5,Vocabulary,,,,,not studied,not studied
,,じゃ/じゃあ,well then…,N5,Vocabulary,,,,,not studied,not studied
写真,,しゃしん,photograph,N5,Vocabulary,,,,,not studied,not studied
,,シャツ,Shirt,N5,Vocabulary,,,,,not studied,not studied
,,シャワー,Shower,N5,Vocabulary,,,,,not studied,not studied
十,,じゅう とお,Ten,N5,Vocabulary,,,,,not studied,not studied
授業,,じゅぎょう,"lesson, class work",N5,Vocabulary,,,,,not studied,not studied
宿題,,しゅくだい,homework,N5,Vocabulary,,,,,not studied,not studied
上手,,じょうず,Skillful,N5,Vocabulary,,,,,not studied,not studied
丈夫,,じょうぶ,"strong, durable",N5,Vocabulary,,,,,not studied,not studied
,,しょうゆ,soy sauce,N5,Vocabulary,,,,,not studied,not studied
食堂,,しょくどう,dining hall,N5,Vocabulary,,,,,not studied,not studied
知る,,しる,to know,N5,Vocabulary,,,,,not studied,not studied
白,,しろ,White,N5,Vocabulary,,,,,not studied,not studied
白い,,しろい,White,N5,Vocabulary,,,,,not studied,not studied
新聞,,しんぶん,newspaper,N5,Vocabulary,,,,,not studied,not studied
水曜日,,すいようび,Wednesday,N5,Vocabulary,,,,,not studied,not studied
吸う,,すう,"to smoke, to suck",N5,Vocabulary,,,,,not studied,not studied
,,スカート,Skirt,N5,Vocabulary,,,,,not studied,not studied
好き,,すき,Likeable,N5,Vocabulary,,,,,not studied,not studied
少ない,,すくない,a few,N5,Vocabulary,,,,,not studied,not studied
,,すぐに,Instantly,N5,Vocabulary,,,,,not studied,not studied
少し,,すこし,Few,N5,Vocabulary,,,,,not studied,not studied
涼しい,,すずしい,Refreshing,N5,Vocabulary,,,,,not studied,not studied
,,ストーブ,Heater,N5,Vocabulary,,,,,not studied,not studied
,,スプーン,Spoon,N5,Vocabulary,,,,,not studied,not studied
,,スポーツ,Sport,N5,Vocabulary,,,,,not studied,not studied
,,ズボン,Trousers,N5,Vocabulary,,,,,not studied,not studied
住む,,すむ,to live in,N5,Vocabulary,,,,,not studied,not studied
,,スリッパ,Slippers,N5,Vocabulary,,,,,not studied,not studied
,,する,to do,N5,Vocabulary,,,,,not studied,not studied
座る,,すわる,to sit,N5,Vocabulary,,,,,not studied,not studied
背,,せ,"height, stature",N5,Vocabulary,,,,,not studied,not studied
生徒,,せいと,Pupil,N5,Vocabulary,,,,,not studied,not studied
,,セーター,"sweater, jumper",N5,Vocabulary,,,,,not studied,not studied
,,せっけん,Economy,N5,Vocabulary,,,,,not studied,not studied
背広,,せびろ,business suit,N5,Vocabulary,,,,,not studied,not studied
狭い,,せまい,Narrow,N5,Vocabulary,,,,,not studied,not studied
,,ゼロ,Zero,N5,Vocabulary,,,,,not studied,not studied
千,,せん,Thousand,N5,Vocabulary,,,,,not studied,not studied
先月,,せんげつ,last month,N5,Vocabulary,,,,,not studied,not studied
先週,,せんしゅう,last week,N5,Vocabulary,,,,,not studied,not studied
先生,,せんせい,"teacher, doctor",N5,Vocabulary,,,,,not studied,not studied
洗濯,,せんたく,Washing,N5,Vocabulary,,,,,not studied,not studied
全部,,ぜんぶ,All,N5,Vocabulary,,,,,not studied,not studied
掃除,,そうじする,"to clean, to sweep",N5,Vocabulary,,,,,not studied,not studied
,,そうして/そして,And,N5,Vocabulary,,,,,not studied,not studied
,,そこ,that place,N5,Vocabulary,,,,,not studied,not studied
,,そちら,over there,N5,Vocabulary,,,,,not studied,not studied
,,そっち,over there,N5,Vocabulary,,,,,not studied,not studied
外,,そと,Outside,N5,Vocabulary,,,,,not studied,not studied
,,その,That,N5,Vocabulary,,,,,not studied,not studied
,,そば,"near, beside",N5,Vocabulary,,,,,not studied,not studied
空,,そら,Sky,N5,Vocabulary,,,,,not studied,not studied
,,それ,that,N5,Vocabulary,,,,,not studied,not studied
,,それから,after that,N5,Vocabulary,,,,,not studied,not studied
,,それでは,in that situation,N5,Vocabulary,,,,,not studied,not studied
大学,,だいがく,university,N5,Vocabulary,,,,,not studied,not studied
大使館,,たいしかん,embassy,N5,Vocabulary,,,,,not studied,not studied
大丈夫,,だいじょうぶ,all right,N5,Vocabulary,,,,,not studied,not studied
大好き,,だいすき,to be very likeable,N5,Vocabulary,,,,,not studied,not studied
大切,,たいせつ,important,N5,Vocabulary,,,,,not studied,not studied
台所,,だいどころ,kitchen,N5,Vocabulary,,,,,not studied,not studied
,,たいへん,very,N5,Vocabulary,,,,,not studied,not studied
,,たいへん,difficult situation,N5,Vocabulary,,,,,not studied,not studied
高い,,たかい,"tall, expensive",N5,Vocabulary,,,,,not studied,not studied
,,たくさん,many,N5,Vocabulary,,,,,not studied,not studied
,,タクシー,taxi,N5,Vocabulary,,,,,not studied,not studied
出す,,だす,to put out,N5,Vocabulary,,,,,not studied,not studied
立つ,,たつ,to stand,N5,Vocabulary,,,,,not studied,not studied
,,たて,"length,height",N5,Vocabulary,,,,,not studied,not studied
建物,,たてもの,building,N5,Vocabulary,,,,,not studied,not studied
楽しい,,たのしい,enjoyable,N5,Vocabulary,,,,,not studied,not studied
頼む,,たのむ,to ask,N5,Vocabulary,,,,,not studied,not studied
,,たばこ,"tobacco,cigarettes",N5,Vocabulary,,,,,not studied,not studied
,,たぶん,probably,N5,Vocabulary,,,,,not studied,not studied
食べ物,,たべもの,food,N5,Vocabulary,,,,,not studied,not studied
食べる,,たべる,to eat,N5,Vocabulary,,,,,not studied,not studied
卵,,たまご,egg,N5,Vocabulary,,,,,not studied,not studied
誰,,だれ,who,N5,Vocabulary,,,,,not studied,not studied
誰,,だれか,somebody,N5,Vocabulary,,,,,not studied,not studied
誕生日,,たんじょうび,birthday,N5,Vocabulary,,,,,not studied,not studied
,,だんだん,gradually,N5,Vocabulary,,,,,not studied,not studied
小さい,,ちいさい,little,N5,Vocabulary,,,,,not studied,not studied
小さな,,ちいさな,little,N5,Vocabulary,,,,,not studied,not studied
近い,,ちかい,near,N5,Vocabulary,,,,,not studied,not studied
違う,,ちがう,to differ,N5,Vocabulary,,,,,not studied,not studied
近く,,ちかく,near,N5,Vocabulary,,,,,not studied,not studied
地下鉄,,ちかてつ,underground train,N5,Vocabulary,,,,,not studied,not studied
地図,,ちず,map,N5,Vocabulary,,,,,not studied,not studied
茶色,,ちゃいろ,brown,N5,Vocabulary,,,,,not studied,not studied
,,ちゃわん,rice bowl,N5,Vocabulary,,,,,not studied,not studied
,,ちょうど,exactly,N5,Vocabulary,,,,,not studied,not studied
,,ちょっと,somewhat,N5,Vocabulary,,,,,not studied,not studied
一日,,ついたち,first of month,N5,Vocabulary,,,,,not studied,not studied
使う,,つかう,to use,N5,Vocabulary,,,,,not studied,not studied
疲れる,,つかれる,to get tired,N5,Vocabulary,,,,,not studied,not studied
次,,つぎ,next,N5,Vocabulary,,,,,not studied,not studied
着く,,つく,to arrive at,N5,Vocabulary,,,,,not studied,not studied
机,,つくえ,desk,N5,Vocabulary,,,,,not studied,not studied
作る,,つくる,to make,N5,Vocabulary,,,,,not studied,not studied
,,つける,to turn on,N5,Vocabulary,,,,,not studied,not studied
勤める,,つとめる,to work for someone,N5,Vocabulary,,,,,not studied,not studied
,,つまらない,boring,N5,Vocabulary,,,,,not studied,not studied
冷たい,,つめたい,cold to the touch,N5,Vocabulary,,,,,not studied,not studied
強い,,つよい,powerful,N5,Vocabulary,,,,,not studied,not studied
手,,て,hand,N5,Vocabulary,,,,,not studied,not studied
,,テープ,tape,N5,Vocabulary,,,,,not studied,not studied
,,テーブル,table,N5,Vocabulary,,,,,not studied,not studied
,,テープレコーダー,tape recorder,N5,Vocabulary,,,,,not studied,not studied
出かける,,でかける,to go out,N5,Vocabulary,,,,,not studied,not studied
手紙,,てがみ,letter,N5,Vocabulary,,,,,not studied,not studied
,,できる,to be able to,N5,Vocabulary,,,,,not studied,not studied
出口,,でぐち,exit,N5,Vocabulary,,,,,not studied,not studied
,,テスト,test,N5,Vocabulary,,,,,not studied,not studied
,,では,with that...,N5,Vocabulary,,,,,not studied,not studied
,,デパート,department store,N5,Vocabulary,,,,,not studied,not studied
,,でも,but,N5,Vocabulary,,,,,not studied,not studied
出る,,でる,"to appear,to leave",N5,Vocabulary,,,,,not studied,not studied
,,テレビ,television,N5,Vocabulary,,,,,not studied,not studied
天気,,てんき,weather,N5,Vocabulary,,,,,not studied,not studied
電気,,でんき,"electricity,electric light",N5,Vocabulary,,,,,not studied,not studied
電車,,でんしゃ,electric train,N5,Vocabulary,,,,,not studied,not studied
電話,,でんわ,telephone,N5,Vocabulary,,,,,not studied,not studied
戸,,と,Japanese style door,N5,Vocabulary,,,,,not studied,not studied
,,ドア,Western style door,N5,Vocabulary,,,,,not studied,not studied
,,トイレ,toilet,N5,Vocabulary,,,,,not studied,not studied
,,どう,"how,in what way",N5,Vocabulary,,,,,not studied,not studied
,,どうして,for what reason,N5,Vocabulary,,,,,not studied,not studied
,,どうぞ,please,N5,Vocabulary,,,,,not studied,not studied
動物,,どうぶつ,animal,N5,Vocabulary,,,,,not studied,not studied
,,どうも,thanks,N5,Vocabulary,,,,,not studied,not studied
遠い,,とおい,far,N5,Vocabulary,,,,,not studied,not studied
十日,,とおか,"ten days,the tenth day",N5,Vocabulary,,,,,not studied,not studied
時々,,ときどき,sometimes,N5,Vocabulary,,,,,not studied,not studied
時計,,とけい,"watch,clock",N5,Vocabulary,,,,,not studied,not studied
,,どこ,where,N5,Vocabulary,,,,,not studied,not studied
所,,ところ,place,N5,Vocabulary,,,,,not studied,not studied
年,,とし,year,N5,Vocabulary,,,,,not studied,not studied
図書館,,としょかん,library,N5,Vocabulary,,,,,not studied,not studied
,,どちら,which of two,N5,Vocabulary,,,,,not studied,not studied
,,どっち,which,N5,Vocabulary,,,,,not studied,not studied
,,とても,very,N5,Vocabulary,,,,,not studied,not studied
,,どなた,who,N5,Vocabulary,,,,,not studied,not studied
隣,,となり,next door to,N5,Vocabulary,,,,,not studied,not studied
,,どの,which,N5,Vocabulary,,,,,not studied,not studied
飛ぶ,,とぶ,"to fly,to hop",N5,Vocabulary,,,,,not studied,not studied
止まる,,とまる,to come to a halt,N5,Vocabulary,,,,,not studied,not studied
友達,,ともだち,friend,N5,Vocabulary,,,,,not studied,not studied
土曜日,,どようび,Saturday,N5,Vocabulary,,,,,not studied,not studied
鳥,,とり,bird,N5,Vocabulary,,,,,not studied,not studied
とり肉,,とりにく,chicken meat,N5,Vocabulary,,,,,not studied,not studied
取る,,とる,to take something,N5,Vocabulary,,,,,not studied,not studied
撮る,,とる,to take a photo or record a film,N5,Vocabulary,,,,,not studied,not studied
,,どれ,which (of three or more),N5,Vocabulary,,,,,not studied,not studied
,,ナイフ,knife,N5,Vocabulary,,,,,not studied,not studied
中,,なか,middle,N5,Vocabulary,,,,,not studied,not studied
長い,,ながい,long,N5,Vocabulary,,,,,not studied,not studied
鳴く,,なく,"animal noise. to chirp, roar or croak etc.",N5,Vocabulary,,,,,not studied,not studied
無くす,,なくす,to lose something,N5,Vocabulary,,,,,not studied,not studied
,,なぜ,why,N5,Vocabulary,,,,,not studied,not studied
夏,,なつ,summer,N5,Vocabulary,,,,,not studied,not studied
夏休み,,なつやすみ,summer holiday,N5,Vocabulary,,,,,not studied,not studied
,,など,et cetera,N5,Vocabulary,,,,,not studied,not studied
七つ,,ななつ,seven,N5,Vocabulary,,,,,not studied,not studied
七日,,なのか,"seven days,the seventh day",N5,Vocabulary,,,,,not studied,not studied
名前,,なまえ,name,N5,Vocabulary,,,,,not studied,not studied
習う,,ならう,to learn,N5,Vocabulary,,,,,not studied,not studied
並ぶ,,ならぶ,"to line up,to stand in a line",N5,Vocabulary,,,,,not studied,not studied
並べる,,ならべる,"to line up,to set up",N5,Vocabulary,,,,,not studied,not studied
,,なる,to become,N5,Vocabulary,,,,,not studied,not studied
何,,なん/なに,what,N5,Vocabulary,,,,,not studied,not studied
二,,に,two,N5,Vocabulary,,,,,not studied,not studied
賑やか,,にぎやか,"bustling,busy",N5,Vocabulary,,,,,not studied,not studied
肉,,にく,meat,N5,Vocabulary,,,,,not studied,not studied
西,,にし,west,N5,Vocabulary,,,,,not studied,not studied
日曜日,,にちようび,Sunday,N5,Vocabulary,,,,,not studied,not studied
荷物,,にもつ,luggage,N5,Vocabulary,,,,,not studied,not studied
,,ニュース,news,N5,Vocabulary,,,,,not studied,not studied
庭,,にわ,garden,N5,Vocabulary,,,,,not studied,not studied
脱ぐ,,ぬぐ,to take off clothes,N5,Vocabulary,,,,,not studied,not studied
温い,,ぬるい,luke warm,N5,Vocabulary,,,,,not studied,not studied
,,ネクタイ,"tie,necktie",N5,Vocabulary,,,,,not studied,not studied
猫,,ねこ,cat,N5,Vocabulary,,,,,not studied,not studied
寝る,,ねる,"to go to bed,to sleep",N5,Vocabulary,,,,,not studied,not studied
,,ノート,"notebook,exercise book",N5,Vocabulary,,,,,not studied,not studied
登る,,のぼる,to climb,N5,Vocabulary,,,,,not studied,not studied
飲み物,,のみもの,a drink,N5,Vocabulary,,,,,not studied,not studied
飲む,,のむ,to drink,N5,Vocabulary,,,,,not studied,not studied
乗る,,のる,"to get on,to ride",N5,Vocabulary,,,,,not studied,not studied
歯,,は,tooth,N5,Vocabulary,,,,,not studied,not studied
,,パーティー,party,N5,Vocabulary,,,,,not studied,not studied
,,はい,yes,N5,Vocabulary,,,,,not studied,not studied
灰皿,,はいざら,ashtray,N5,Vocabulary,,,,,not studied,not studied
入る,,はいる,"to enter,to contain",N5,Vocabulary,,,,,not studied,not studied
葉書,,はがき,postcard,N5,Vocabulary,,,,,not studied,not studied
,,はく,"to wear,to put on trousers",N5,Vocabulary,,,,,not studied,not studied
箱,,はこ,box,N5,Vocabulary,,,,,not studied,not studied
橋,,はし,bridge,N5,Vocabulary,,,,,not studied,not studied
,,はし,chopsticks,N5,Vocabulary,,,,,not studied,not studied
始まる,,はじまる,to begin,N5,Vocabulary,,,,,not studied,not studied
初め/始め,,はじめ,beginning,N5,Vocabulary,,,,,not studied,not studied
初めて,,はじめて,for the first time,N5,Vocabulary,,,,,not studied,not studied
走る,,はしる,to run,N5,Vocabulary,,,,,not studied,not studied
,,バス,bus,N5,Vocabulary,,,,,not studied,not studied
,,バター,butter,N5,Vocabulary,,,,,not studied,not studied
二十歳,,はたち,"20 years old,20th year",N5,Vocabulary,,,,,not studied,not studied
働く,,はたらく,to work,N5,Vocabulary,,,,,not studied,not studied
八,,はち,eight,N5,Vocabulary,,,,,not studied,not studied
二十日,,はつか,"twenty days,twentieth",N5,Vocabulary,,,,,not studied,not studied
花,,はな,flower,N5,Vocabulary,,,,,not studied,not studied
鼻,,はな,nose,N5,Vocabulary,,,,,not studied,not studied
話,,はなし,"talk,story",N5,Vocabulary,,,,,not studied,not studied
話す,,はなす,to speak,N5,Vocabulary,,,,,not studied,not studied
